Sample,P,r0,t0,lda0,R,T
1636,547.5,72.4,48.1,370.41,0.06994,0.86377
1637,625.9,69.9,90.3,793.73,0.09913,0.89346
1638,629.2,54.2,87.7,528.01,0.11725,0.77308
1639,562.8,56.2,84.1,769.78,0.10174,0.89542
1640,622.5,65.6,73.8,620.0,0.30102,0.42152
1641,645.4,62.1,60.3,635.23,0.27684,0.42849
1642,559.4,87.4,59.5,491.42,0.13428,0.70887
1643,540.8,81.6,84.6,395.17,0.00858,0.61788
1644,532.0,41.5,52.6,803.68,0.10709,0.89228
1645,540.5,69.7,44.0,724.99,0.17321,0.78137
1646,510.7,59.3,80.5,429.71,0.09145,0.81855
1647,572.6,32.6,68.4,842.9,0.10124,0.89853
1648,574.2,46.6,90.7,353.91,0.03577,0.87269
1649,509.1,75.4,96.5,925.54,0.10173,0.89464
1650,459.4,53.9,58.9,377.08,0.02958,0.78927
1651,568.1,65.3,85.7,555.67,0.06184,0.83319
1652,578.7,75.4,94.0,803.5,0.10006,0.89136
1653,591.0,100.9,76.3,836.01,0.25851,0.70289
1654,536.8,40.6,65.9,516.84,0.11338,0.81979
1655,486.3,81.3,59.2,819.29,0.14786,0.84035
1656,597.3,74.8,77.2,636.78,0.09196,0.87937
1657,538.7,112.8,87.9,336.2,0.03656,0.73942
1658,602.8,93.5,51.8,397.52,0.08797,0.69784
1659,604.8,95.5,47.0,641.11,0.21499,0.65426
1660,617.2,45.3,96.8,617.28,0.10135,0.87894
1661,464.6,93.5,97.0,926.61,0.14688,0.84468
1662,584.7,104.1,54.0,569.72,0.16636,0.48025
1663,588.7,36.0,84.5,582.01,0.11583,0.84038
1664,636.6,39.7,58.6,967.74,0.08809,0.91169
1665,531.8,110.1,92.6,816.47,0.38501,0.5626
1666,565.1,67.2,62.4,345.76,0.03575,0.91826
1667,506.0,30.5,69.7,692.38,0.11582,0.88352
1668,459.8,90.2,43.1,723.65,0.72901,0.07091
1669,593.4,40.2,88.1,609.91,0.10958,0.87913
1670,546.6,84.9,93.0,896.16,0.1132,0.881
1671,588.2,92.6,48.3,872.23,0.17576,0.80824
1672,526.0,87.5,58.5,538.0,0.12827,0.73237
1673,611.6,76.5,45.0,836.3,0.1299,0.86181
1674,644.7,46.6,80.6,584.25,0.14414,0.84536
1675,532.0,46.3,97.9,967.31,0.08736,0.91191
1676,585.4,84.8,51.0,819.89,0.1652,0.815
1677,478.8,102.8,57.1,681.65,0.46201,0.46197
1678,506.0,105.7,70.2,798.94,0.43643,0.50062
1679,463.2,35.1,77.0,944.85,0.09031,0.90933
1680,549.8,118.3,55.5,578.24,0.18771,0.67537
1681,623.0,115.2,73.4,658.03,0.17006,0.76463
1682,490.5,81.0,65.1,473.28,0.10098,0.63417
1683,635.6,102.6,71.5,673.08,0.11081,0.86737
1684,558.6,34.7,78.6,306.1,0.00281,0.95439
1685,582.7,60.6,57.8,896.34,0.10158,0.89713
1686,636.8,58.4,82.5,934.41,0.09291,0.90611
1687,504.6,44.8,77.9,308.92,0.00415,0.88602
1688,630.6,71.1,72.7,675.75,0.10442,0.89023
1689,640.1,58.7,63.1,901.87,0.09843,0.90059
1690,647.6,36.9,88.4,626.08,0.12491,0.87079
1691,634.9,30.6,51.2,657.97,0.12087,0.87854
1692,631.2,57.8,83.4,386.86,0.06874,0.85027
1693,508.8,74.9,64.9,369.32,0.02601,0.64209
1694,536.8,100.9,55.1,603.13,0.11347,0.87911
1695,571.4,60.6,86.8,606.39,0.08945,0.84019
1696,528.5,115.0,62.6,936.39,0.27378,0.70671
1697,516.9,76.0,62.8,574.53,0.09797,0.8434
1698,640.4,68.7,76.9,890.43,0.10051,0.89745
1699,504.5,55.3,46.0,821.25,0.11064,0.88743
1700,646.9,39.0,87.9,963.35,0.08746,0.91226
1701,642.4,36.4,91.7,574.1,0.11617,0.85419
1702,616.2,96.3,90.5,997.57,0.11879,0.87583
1703,594.4,33.1,45.8,351.18,0.03688,0.9245
1704,637.0,50.9,48.0,334.08,0.01987,0.89505
1705,468.0,109.5,87.8,702.33,0.85036,0.02449
1706,495.0,81.7,94.2,605.11,0.19688,0.74783
1707,482.1,98.7,94.2,843.96,0.18716,0.79479
1708,469.2,36.3,95.4,712.26,0.10766,0.89103
1709,459.4,34.1,98.6,417.25,0.09249,0.89596
1710,488.4,45.7,88.6,347.2,0.0095,0.77665
1711,558.2,35.3,90.8,371.0,0.04138,0.89315
1712,540.6,63.5,45.9,621.31,0.13299,0.86476
1713,551.0,116.3,41.7,351.06,0.06984,0.76869
1714,599.7,50.9,66.5,991.38,0.08774,0.91171
1715,574.6,75.8,67.0,865.14,0.11398,0.88157
1716,506.2,113.6,87.5,448.44,0.01138,0.65249
1717,552.9,44.3,62.1,512.02,0.12083,0.8115
1718,598.8,75.4,87.4,891.88,0.10188,0.89485
1719,461.2,74.0,73.8,743.41,0.12502,0.85639
1720,467.0,96.8,54.3,943.09,0.18868,0.80095
1721,478.0,58.9,41.6,416.8,0.09214,0.78519
1722,568.5,88.4,84.6,758.64,0.33827,0.56424
1723,498.0,46.5,41.1,696.95,0.1179,0.87825
1724,627.9,116.5,50.1,573.04,0.18481,0.78772
1725,453.7,117.8,55.9,800.65,0.68796,0.23513
1726,623.5,44.7,85.8,963.64,0.08803,0.91153
1727,626.6,103.4,78.0,993.19,0.14153,0.85091
1728,591.6,50.7,90.0,814.66,0.10054,0.89819
1729,529.7,91.2,41.5,494.3,0.15146,0.74662
1730,626.8,116.6,65.3,590.98,0.36754,0.49058
1731,612.7,80.8,45.6,946.41,0.11514,0.88113
1732,522.5,35.0,69.4,884.45,0.0968,0.90291
1733,468.9,71.1,77.3,815.98,0.11191,0.88195
1734,548.3,59.1,44.7,496.0,0.11108,0.87456
1735,558.4,77.3,75.4,931.35,0.10772,0.88902
1736,563.6,31.6,82.5,823.7,0.10266,0.89706
1737,556.8,103.8,74.6,392.94,0.07225,0.50584
1738,476.7,111.8,59.1,330.96,0.06622,0.5752
1739,556.3,98.4,78.4,312.66,0.0206,0.8026
1740,532.8,44.6,88.1,951.5,0.08952,0.90987
1741,470.4,93.9,42.3,566.47,0.16017,0.81773
1742,628.8,100.8,98.2,678.15,0.09231,0.90021
1743,569.6,46.3,57.8,359.33,0.04272,0.8731
1744,560.6,116.2,58.3,508.52,0.14102,0.82996
1745,554.9,57.3,93.5,333.56,0.02872,0.90737
1746,614.0,31.5,87.9,488.47,0.10688,0.86559
1747,639.5,52.0,81.1,623.42,0.22805,0.56173
1748,503.0,78.0,41.6,310.52,0.00505,0.90663
1749,621.2,109.2,49.4,783.82,0.24948,0.70295
1750,526.3,38.8,72.0,444.52,0.08902,0.82928
1751,530.0,62.2,90.7,391.41,0.01188,0.7368
1752,583.3,90.5,45.6,441.72,0.09823,0.87088
1753,601.0,37.5,98.0,320.45,0.00734,0.90135
1754,452.7,43.8,77.4,858.1,0.09951,0.89959
1755,642.3,66.8,64.5,364.72,0.03213,0.82803
1756,569.5,49.7,81.7,507.1,0.09983,0.80285
1757,625.0,85.5,44.4,988.87,0.11496,0.8811
1758,643.3,97.5,63.4,996.97,0.12867,0.86548
1759,485.6,104.6,89.3,360.04,0.03775,0.40952
1760,539.7,77.5,94.2,800.42,0.10296,0.88705
1761,622.5,114.0,79.6,694.95,0.11939,0.8783
1762,491.3,100.5,54.8,820.04,0.32327,0.63511
1763,545.0,58.9,79.6,695.08,0.09498,0.88815
1764,596.0,49.6,59.9,637.19,0.11303,0.88044
1765,552.1,38.8,72.1,974.33,0.08738,0.9123
1766,552.5,95.4,98.9,618.82,0.10667,0.87754
1767,578.8,69.2,55.8,847.73,0.11255,0.88402
1768,641.7,115.3,90.0,742.48,0.14967,0.84507
1769,618.5,56.5,91.0,420.96,0.06954,0.75693
1770,482.0,56.6,97.5,713.75,0.08762,0.9052
1771,519.4,106.1,40.4,603.9,0.14119,0.85281
1772,471.7,61.8,67.5,806.27,0.10924,0.88709
1773,490.0,91.9,77.8,700.03,0.78935,0.02255
1774,603.9,106.5,95.0,802.57,0.72955,0.12899
1775,495.5,53.8,77.7,551.08,0.09754,0.80549
1776,509.1,76.8,70.7,555.58,0.13795,0.61021
1777,460.9,112.1,41.4,319.13,0.06156,0.62477
1778,614.3,48.5,61.4,704.67,0.1144,0.85988
1779,609.5,76.8,61.2,795.5,0.13164,0.85388
1780,502.9,96.1,71.0,621.03,0.20876,0.76366
1781,620.0,73.8,88.2,644.15,0.08933,0.85828
1782,547.9,57.4,51.2,718.33,0.11603,0.87588
1783,573.6,90.6,77.0,399.78,0.0726,0.59897
1784,486.9,100.4,51.8,978.17,0.18719,0.80269
1785,507.5,83.9,92.5,465.33,0.1424,0.75849
1786,455.8,110.1,65.8,764.15,0.67599,0.23452
1787,520.3,99.7,55.8,857.49,0.23945,0.73675
1788,628.5,48.4,75.9,784.0,0.10561,0.89323
1789,459.7,47.3,50.8,584.72,0.20176,0.62752
1790,466.5,101.3,77.7,522.56,0.04133,0.70448
1791,517.3,37.7,64.0,568.13,0.11684,0.84873
1792,542.8,96.8,51.0,673.86,0.1915,0.79155
1793,450.1,119.7,78.9,913.2,0.35519,0.62444
1794,648.9,43.1,47.0,563.55,0.14284,0.7983
1795,578.5,32.3,49.3,585.0,0.12275,0.86191
1796,547.1,107.6,60.7,992.59,0.18709,0.80223
1797,563.5,89.7,45.5,556.25,0.10419,0.82438
1798,545.9,65.1,62.7,838.97,0.10889,0.88822
1799,548.1,115.1,44.6,860.24,0.55362,0.364
1800,629.4,105.9,51.0,634.94,0.22479,0.72287
1801,632.3,30.7,78.9,627.35,0.11971,0.87843
1802,561.3,49.0,51.4,724.84,0.11385,0.88354
1803,463.4,66.8,91.4,958.43,0.09838,0.899
1804,638.5,102.6,76.3,681.55,0.10222,0.88704
1805,592.5,64.2,43.9,513.62,0.13775,0.81652
1806,586.8,47.3,52.2,906.83,0.09668,0.90283
1807,611.2,35.2,52.3,890.59,0.09644,0.90338
1808,516.3,106.2,47.8,404.17,0.04575,0.85755
1809,536.9,34.7,82.7,665.74,0.11354,0.88473
1810,622.6,93.9,51.6,452.73,0.06908,0.77453
1811,506.9,97.6,45.4,547.67,0.20806,0.6161
1812,489.3,36.2,97.0,642.64,0.10711,0.88809
1813,553.7,75.0,42.4,960.0,0.111,0.88609
1814,627.1,62.7,77.1,499.06,0.1028,0.77384
1815,556.7,40.8,66.3,567.84,0.12719,0.79338
1816,455.4,66.0,55.3,952.75,0.10751,0.89022
1817,469.7,72.3,52.3,433.87,0.12498,0.7383
1818,535.0,103.9,58.2,611.31,0.13055,0.86407
1819,554.4,63.7,40.0,956.93,0.10044,0.89809
1820,523.9,67.9,73.4,721.32,0.10964,0.87047
1821,560.1,45.1,72.2,764.5,0.10765,0.89121
1822,557.9,30.0,92.0,659.94,0.11569,0.88308
1823,601.4,45.0,91.2,990.23,0.08528,0.91424
1824,611.9,64.2,99.2,432.94,0.04081,0.71618
1825,608.5,52.7,81.4,373.17,0.05668,0.86971
1826,594.4,101.2,40.1,716.21,0.14326,0.84698
1827,526.7,42.5,57.3,761.05,0.11047,0.88857
1828,586.2,102.1,40.7,546.39,0.18303,0.76196
1829,518.3,82.7,97.1,820.34,0.11141,0.8776
1830,450.9,51.7,48.1,477.38,0.11272,0.80054
1831,593.5,97.9,89.9,318.47,0.00218,0.59398
1832,587.9,42.4,57.1,306.96,0.00446,0.94279
1833,471.4,79.1,48.8,359.5,0.00762,0.86109
1834,608.8,113.7,47.6,791.32,0.31734,0.61672
1835,580.8,91.8,63.8,864.73,0.15771,0.82932
1836,518.4,33.9,76.8,679.84,0.11439,0.8844
1837,460.9,47.0,67.0,831.72,0.1037,0.89514
1838,545.4,94.2,74.0,514.17,0.18205,0.63267
1839,584.4,81.4,48.5,969.84,0.11425,0.88223
1840,583.0,106.6,63.1,571.09,0.09133,0.56832
1841,545.9,70.0,46.9,895.46,0.11258,0.88467
1842,553.6,95.7,99.5,562.85,0.00561,0.59656
1843,597.8,114.0,60.9,645.66,0.11231,0.86459
1844,510.7,90.5,46.0,322.26,0.02034,0.89362
1845,457.5,80.5,71.6,553.04,0.1461,0.76285
1846,564.0,49.8,44.7,718.01,0.11624,0.88027
1847,540.9,58.5,44.1,784.52,0.1154,0.88133
1848,517.8,85.2,57.4,825.75,0.15943,0.82607
1849,607.0,39.9,57.2,574.18,0.12144,0.82876
1850,647.3,115.7,80.1,340.84,0.02118,0.66941
1851,513.4,102.9,67.0,495.12,0.14029,0.5701
1852,557.6,58.1,74.7,422.05,0.07474,0.865
1853,527.6,96.2,68.8,525.16,0.10854,0.58514
1854,551.6,81.1,97.1,654.0,0.18961,0.7939
1855,547.0,55.8,61.5,556.63,0.15117,0.75223
1856,616.4,98.8,63.5,507.96,0.13133,0.81781
1857,590.9,39.9,69.2,440.43,0.09577,0.86931
1858,527.1,42.7,96.3,770.58,0.10314,0.8957
1859,565.2,35.8,98.8,974.62,0.08585,0.91383
1860,538.9,71.6,60.7,314.79,0.008,0.93282
1861,617.3,41.0,94.6,652.2,0.11203,0.88561
1862,488.5,73.0,85.0,592.24,0.17932,0.76785
1863,542.5,40.6,55.4,559.62,0.13254,0.7948
1864,512.7,38.7,98.9,762.54,0.10456,0.89449
1865,613.1,43.5,61.8,478.89,0.11253,0.83863
1866,586.5,117.7,61.6,894.5,0.38056,0.57906
1867,580.5,101.7,80.3,672.74,0.15027,0.84456
1868,543.3,57.8,68.4,671.44,0.1133,0.83119
1869,537.7,30.4,58.3,889.04,0.09631,0.90353
1870,553.9,69.0,41.8,398.04,0.06516,0.77869
1871,477.2,60.5,63.6,883.99,0.10519,0.89289
1872,500.9,52.3,76.6,485.82,0.08687,0.77855
1873,561.6,118.3,64.9,673.94,0.18077,0.80971
1874,634.6,37.0,79.5,538.33,0.11689,0.83276
1875,518.9,114.4,77.3,366.12,0.08028,0.43939
1876,599.3,107.9,41.1,463.9,0.09592,0.88014
1877,575.5,100.7,86.5,615.65,0.16881,0.64409
1878,598.5,85.6,64.3,315.46,0.00808,0.8057
1879,585.9,112.0,97.7,964.73,0.17859,0.80927
1880,552.6,69.9,97.3,938.45,0.09487,0.90272
1881,636.0,109.3,65.8,820.52,0.7455,0.09006
1882,485.3,66.1,91.0,612.33,0.29019,0.57033
1883,580.6,80.2,76.7,512.67,0.12175,0.67613
1884,576.4,111.1,74.3,472.83,0.0817,0.7976
1885,498.5,97.4,40.8,421.81,0.10925,0.80274
1886,521.9,55.5,57.0,483.05,0.11804,0.7883
1887,517.6,37.4,77.4,624.8,0.10792,0.87998
1888,610.7,109.7,40.1,728.14,0.13465,0.85807
1889,594.5,61.1,82.6,978.12,0.09055,0.90829
1890,465.4,80.7,57.2,639.5,0.37047,0.52227
1891,633.3,118.0,97.2,674.94,0.10049,0.87981
1892,494.0,65.8,84.8,930.93,0.09906,0.89867
1893,579.4,39.5,48.0,707.55,0.11611,0.88272
1894,530.5,63.9,48.9,631.58,0.16918,0.80778
1895,504.1,79.7,40.7,512.46,0.14083,0.79478
1896,578.6,76.3,99.0,600.75,0.257,0.40309
1897,588.5,112.3,68.3,760.16,0.38365,0.56188
1898,638.3,70.6,94.2,869.22,0.09715,0.89996
1899,648.2,88.1,86.9,615.55,0.0696,0.70968
1900,596.4,119.0,93.2,726.53,0.23481,0.74866
1901,538.6,88.0,63.4,978.8,0.12607,0.86911
1902,609.5,103.2,55.2,939.73,0.1795,0.80728
1903,485.8,49.1,52.3,739.37,0.11302,0.88453
1904,504.8,64.1,62.8,363.95,0.02554,0.71192
1905,622.1,96.8,92.7,964.6,0.12233,0.87122
1906,522.7,81.2,98.1,917.24,0.10642,0.8889
1907,614.8,79.8,78.0,367.54,0.05093,0.83777
1908,463.6,95.0,76.4,650.53,0.489,0.41123
1909,612.6,62.9,84.1,684.54,0.11779,0.88131
1910,638.6,44.7,70.6,689.85,0.11454,0.88444
1911,640.2,113.7,68.2,492.38,0.08341,0.84817
1912,505.5,33.8,92.9,975.84,0.08606,0.91363
1913,496.8,52.7,49.8,367.1,0.02944,0.82501
1914,603.2,59.1,77.6,508.36,0.12233,0.7821
1915,477.2,88.4,74.2,551.98,0.109,0.82521
1916,559.1,106.2,65.4,721.95,0.32218,0.63629
1917,628.2,63.3,87.8,363.79,0.04349,0.89598
1918,508.5,54.2,41.8,702.87,0.12034,0.87114
1919,564.5,105.3,74.8,370.63,0.06035,0.58267
1920,499.8,59.1,86.6,891.97,0.09737,0.90089
1921,521.2,91.2,82.3,436.48,0.07626,0.76241
1922,599.1,89.4,91.6,433.38,0.01552,0.64996
1923,547.8,55.3,83.7,854.93,0.09901,0.89956
1924,521.2,93.2,79.7,321.86,0.01648,0.85436
1925,544.2,102.6,47.1,714.51,0.26022,0.69962
1926,613.0,50.2,95.6,328.18,0.00667,0.84415
1927,495.5,79.4,76.4,791.1,0.12871,0.85789
1928,629.3,75.6,78.2,420.11,0.04563,0.72502
1929,454.4,108.3,56.9,300.79,0.03627,0.57029
1930,455.1,81.7,63.9,513.19,0.08285,0.73653
1931,599.8,108.2,72.7,423.64,0.06785,0.53707
1932,564.7,59.7,72.2,486.45,0.10979,0.76963
1933,642.6,111.7,95.8,718.71,0.12019,0.87717
1934,622.1,93.3,71.8,678.37,0.10675,0.88977
1935,589.4,52.8,74.6,561.78,0.12157,0.70574
1936,499.1,36.6,69.5,437.78,0.08167,0.85921
1937,495.0,101.7,73.9,305.13,0.00812,0.84343
1938,618.5,71.5,75.4,323.02,0.01453,0.87866
1939,552.4,37.7,71.1,634.8,0.22089,0.53574
1940,624.1,49.4,57.7,953.63,0.09141,0.90812
1941,640.0,42.0,70.0,602.79,0.11178,0.87214
1942,566.6,37.1,98.8,431.46,0.08503,0.8383
1943,598.7,56.5,98.7,869.5,0.09491,0.90375
1944,560.9,77.0,64.8,387.82,0.06914,0.70056
1945,506.5,91.2,95.7,446.44,0.02373,0.65577
1946,540.2,59.0,66.9,949.33,0.09573,0.90309
1947,550.5,35.5,60.4,569.55,0.12193,0.83856
1948,473.9,96.5,86.0,978.61,0.15575,0.8366
1949,559.8,49.7,47.3,888.24,0.10004,0.89929
1950,610.5,35.7,92.4,961.54,0.08738,0.91236
1951,544.8,66.9,58.6,455.81,0.11612,0.82894
1952,597.2,77.9,57.5,720.41,0.30159,0.6182
1953,527.0,36.0,94.8,770.18,0.10582,0.89352
1954,458.0,31.2,69.9,980.15,0.08649,0.91327
1955,480.7,109.1,59.4,460.3,0.14155,0.51242
1956,458.3,117.2,50.2,405.33,0.04849,0.51359
1957,579.2,44.3,81.6,678.09,0.1028,0.8898
1958,637.7,69.5,73.2,537.69,0.13742,0.78389
1959,456.0,47.1,57.6,708.79,0.11178,0.88495
1960,631.6,49.0,65.8,481.51,0.10546,0.83075
1961,547.0,94.6,99.1,494.43,0.11839,0.83929
1962,648.4,42.3,73.6,909.67,0.09396,0.90571
1963,533.7,115.3,81.6,548.85,0.06568,0.42842
1964,512.1,75.0,41.0,672.03,0.32049,0.56712
1965,504.3,57.0,99.7,434.95,0.05089,0.71029
1966,581.8,99.4,73.2,583.02,0.0799,0.82342
1967,473.6,51.6,86.0,439.51,0.08107,0.71095
1968,509.7,98.7,44.3,839.72,0.29882,0.66162
1969,519.3,92.1,49.7,922.98,0.16089,0.82999
1970,523.8,105.4,71.6,879.28,0.23545,0.7451
1971,529.7,53.5,53.6,823.5,0.10746,0.89105
1972,546.9,50.4,60.6,987.23,0.08923,0.91016
1973,462.7,38.6,58.2,378.91,0.04219,0.87356
1974,591.7,84.1,50.7,566.0,0.24719,0.57585
1975,508.4,82.4,48.3,826.67,0.15918,0.8271
1976,575.9,111.3,57.6,423.87,0.02268,0.75439
1977,507.5,60.9,80.1,862.32,0.1011,0.89676
1978,593.6,114.3,95.6,692.66,0.16446,0.82774
1979,562.1,101.6,72.9,416.56,0.00852,0.75754
1980,649.5,111.7,66.4,971.98,0.1896,0.79617
1981,500.5,56.9,82.6,429.16,0.06846,0.72224
1982,600.2,118.1,84.7,351.61,0.054,0.86102
1983,481.2,80.6,57.0,421.52,0.08256,0.64162
1984,617.9,98.9,90.5,496.54,0.04791,0.71381
1985,569.3,81.5,65.5,982.99,0.10987,0.88692
1986,516.1,31.9,74.4,757.39,0.10984,0.88974
1987,491.1,79.9,93.0,336.63,0.0312,0.77963
1988,637.4,62.8,98.7,626.44,0.26323,0.53239
1989,578.1,60.9,62.8,388.96,0.05994,0.91317
1990,622.4,84.1,43.2,832.88,0.16629,0.81283
1991,632.3,114.2,74.1,932.73,0.23776,0.74072
1992,525.2,112.2,64.4,403.46,0.0721,0.75703
1993,630.7,100.2,48.0,905.68,0.19662,0.78395
1994,607.0,62.5,44.8,397.3,0.07573,0.81792
1995,596.5,111.8,44.9,593.3,0.13026,0.84259
1996,535.2,90.3,82.2,608.81,0.12272,0.86737
1997,591.7,83.3,74.9,331.59,0.00914,0.79227
1998,472.2,31.9,91.4,638.17,0.11246,0.88435
1999,536.6,93.4,74.4,393.96,0.01065,0.61205
2000,486.1,119.5,64.3,511.15,0.11214,0.53137
2001,559.3,74.2,72.0,753.2,0.12483,0.85414
2002,450.7,72.9,82.7,324.12,0.01343,0.59191
2003,468.4,76.4,44.1,568.56,0.15998,0.8146
2004,504.0,99.1,55.7,646.27,0.23159,0.74088
2005,535.8,85.2,48.9,817.11,0.17551,0.8045
2006,588.1,80.9,44.6,860.0,0.13635,0.85516
2007,602.4,92.8,40.7,379.63,0.08041,0.84574
2008,556.7,39.7,88.0,670.98,0.10816,0.88872
2009,460.4,119.0,72.5,979.17,0.30151,0.68261
2010,537.7,100.8,52.1,483.55,0.08106,0.74642
2011,554.8,87.0,47.5,476.83,0.13736,0.7618
2012,496.0,71.9,58.1,535.62,0.15093,0.67303
2013,589.2,89.6,43.4,877.24,0.16279,0.82387
2014,530.0,49.1,75.8,464.01,0.08593,0.80462
2015,489.2,62.7,96.6,910.16,0.0951,0.90268
2016,523.5,102.0,70.4,651.88,0.22685,0.75151
2017,594.4,81.6,61.0,950.93,0.11275,0.88371
2018,587.6,75.7,99.6,790.56,0.09595,0.89273
2019,503.7,57.9,73.8,859.61,0.1021,0.8961
2020,535.2,64.2,65.0,408.45,0.0807,0.8769
2021,467.0,47.6,45.2,990.9,0.09057,0.90881
2022,522.2,57.6,70.8,340.52,0.0186,0.78426
2023,521.0,48.1,84.6,369.49,0.02169,0.78045
2024,597.0,101.6,78.6,870.85,0.19669,0.78281
2025,538.6,117.6,98.2,974.94,0.21997,0.76634
2026,630.9,59.7,54.2,853.55,0.10507,0.89345
2027,495.2,59.5,47.0,324.57,0.01705,0.82629
2028,614.5,83.1,89.1,308.4,0.01399,0.91291
2029,567.6,99.6,84.1,455.83,0.05298,0.56262
2030,548.9,88.5,83.3,894.69,0.12649,0.86658
2031,626.6,49.3,47.4,584.89,0.16047,0.70237
2032,568.4,63.2,70.6,627.31,0.10767,0.88633
2033,567.8,30.1,41.9,348.27,0.03344,0.93086
2034,552.1,61.9,92.2,661.57,0.44516,0.34822
2035,600.1,78.1,51.7,592.33,0.14266,0.8353
2036,575.9,51.6,99.9,629.63,0.1037,0.88963
2037,516.5,63.4,41.3,775.29,0.12366,0.86997
2038,605.4,112.5,79.5,465.43,0.03964,0.68468
2039,495.7,76.2,86.7,380.67,0.02893,0.77746
2040,505.9,90.4,57.5,685.19,0.43421,0.4726
2041,474.7,102.5,78.5,329.69,0.03843,0.60761
2042,506.2,100.3,46.0,607.58,0.1633,0.82397
2043,643.7,105.5,48.9,818.79,0.53669,0.30628
2044,477.9,109.3,46.3,357.97,0.02267,0.61191
2045,452.1,37.3,80.6,650.62,0.10855,0.88742
2046,555.3,98.8,85.2,363.31,0.03834,0.59319
2047,562.4,106.8,65.5,355.5,0.05548,0.79168
2048,467.6,76.4,40.2,734.0,0.25074,0.68548
2049,584.9,46.4,46.6,838.32,0.10438,0.89497
2050,619.7,41.9,82.1,802.14,0.10416,0.89521
2051,638.0,48.0,85.2,707.18,0.11446,0.88502
2052,572.3,51.0,92.5,711.91,0.09858,0.89695
2053,569.1,104.9,73.3,464.22,0.05302,0.7915
2054,642.1,107.8,65.0,323.4,0.01217,0.86517
2055,612.9,115.0,98.0,311.3,0.01893,0.88606
2056,528.1,38.2,99.4,472.51,0.09508,0.85992
2057,582.1,80.3,59.9,553.59,0.21972,0.61856
2058,585.5,38.6,41.2,443.57,0.09764,0.89389
2059,459.8,75.3,65.0,993.6,0.11343,0.88336
2060,501.1,112.6,60.6,429.84,0.10948,0.57549
2061,506.8,77.6,81.9,622.08,0.21948,0.73993
2062,479.2,67.3,43.5,747.86,0.13862,0.84674
2063,503.4,53.2,51.6,349.53,0.03012,0.815
2064,643.1,62.0,55.6,592.73,0.21541,0.64335
2065,541.1,76.7,47.7,570.38,0.20948,0.66651
2066,635.5,39.4,61.0,306.67,0.00157,0.92727
2067,530.3,66.4,78.2,804.52,0.10491,0.89061
2068,609.6,73.4,66.3,585.19,0.08502,0.71333
2069,530.2,117.6,68.1,372.7,0.0946,0.45338
2070,503.4,114.4,81.3,457.84,0.12861,0.77877
2071,480.3,89.6,77.5,466.33,0.07267,0.54394
2072,450.9,44.6,84.2,596.77,0.09818,0.77494
2073,549.4,96.1,80.0,594.11,0.1689,0.5779
2074,631.5,54.8,75.6,693.58,0.11303,0.88595
2075,478.0,117.5,59.7,631.99,0.28787,0.67159
2076,619.4,55.6,66.1,911.8,0.09655,0.90262
2077,525.5,71.3,94.3,952.03,0.0972,0.90014
2078,543.8,85.0,67.8,369.08,0.07256,0.80814
2079,492.0,81.1,91.8,451.27,0.13605,0.76873
2080,588.0,85.6,79.0,602.66,0.23333,0.62163
2081,463.5,59.7,56.0,782.8,0.11426,0.88169
2082,632.1,77.0,41.6,328.78,0.02162,0.90315
2083,524.0,51.3,52.8,567.48,0.14227,0.72667
2084,471.8,61.5,74.0,890.71,0.10282,0.89512
2085,518.1,64.7,42.6,401.84,0.07126,0.78406
2086,609.0,114.0,83.0,989.08,0.18529,0.8028
2087,513.9,54.8,60.0,384.31,0.03077,0.84145
2088,536.4,91.6,43.1,865.44,0.19132,0.79077
2089,565.7,31.9,69.7,326.82,0.01316,0.95058
2090,566.6,73.4,42.7,457.07,0.10606,0.78019
2091,463.9,42.8,97.0,381.19,0.03705,0.84109
2092,451.1,60.5,97.1,874.62,0.09609,0.9013
2093,503.9,49.9,69.3,428.9,0.08589,0.78298
2094,642.8,40.0,62.7,620.57,0.11882,0.8798
2095,483.1,63.0,67.8,608.48,0.25808,0.628
2096,636.8,116.8,60.2,342.99,0.00937,0.72182
2097,467.5,72.6,63.9,986.26,0.1094,0.88778
2098,649.4,59.1,43.7,588.73,0.146,0.83802
2099,567.0,119.2,73.2,965.73,0.25323,0.72934
2100,529.1,40.0,85.8,840.26,0.10002,0.89938
2101,596.2,67.2,49.5,562.61,0.1841,0.719
2102,556.0,49.4,84.9,694.77,0.10092,0.89387
2103,628.5,92.3,74.4,705.07,0.12138,0.87735
2104,645.5,114.5,62.9,687.88,0.11737,0.87005
2105,559.4,61.5,63.9,958.38,0.09588,0.90288
2106,503.7,65.3,61.0,701.86,0.12176,0.85191
2107,605.2,92.9,99.7,462.4,0.08924,0.62264
2108,496.5,50.7,87.4,670.08,0.09194,0.89753
2109,537.7,112.9,47.6,866.03,0.4429,0.50081
2110,564.6,48.1,56.6,497.5,0.11712,0.82365
2111,575.3,99.2,77.1,797.49,0.40258,0.51538
2112,508.9,115.5,42.2,440.95,0.14409,0.63951
2113,604.0,51.9,98.8,512.1,0.09987,0.76156
2114,475.4,77.1,74.7,684.69,0.36345,0.48009
2115,624.3,72.2,68.4,660.68,0.10185,0.88525
2116,594.6,82.2,87.3,812.44,0.11744,0.86914
2117,515.8,92.6,81.4,751.69,0.36758,0.54732
